node,Betweenness Centrality
193674,0.008661636930137086
787633,0.007624612354214772
862314,0.006613346601017045
440424,0.006138073284531803
604657,0.006137689274723208
1632839,0.005822710537655796
325009,0.005427654056899358
663725,0.005405562617194975
744051,0.005000579551038658
509803,0.004791424923663911
1169120,0.004500697896476575
245007,0.00436019919028441
621968,0.00410333772141759
980724,0.00399791970533294
958008,0.0039133506323434635
642042,0.0036550947723984007
374805,0.0036297634298657717
417817,0.0032074047343938258
1247500,0.0031897601442695
538149,0.00317443198953259
759788,0.0031227880941033337
216546,0.003029709773873147
434454,0.0030182747569958077
913464,0.0029397989910853826
1010228,0.002902887852402371
781623,0.0028481142962997847
862714,0.002842198423551803
416321,0.002797196909102671
995151,0.0027674884740282527
591897,0.0027137858747527245
944394,0.00269015283075147
1221832,0.0026878114929057375
744546,0.002627006658790669
787162,0.0025448849213682277
1474731,0.0025282197683842954
794990,0.0024904702966464976
756408,0.002440186137318165
681798,0.002421864127032973
110526,0.0024152709492299227
455691,0.002326356760290444
537215,0.002304566825811544
818168,0.00228836214912135
721897,0.0022605371181754737
822669,0.0022295451195343853
418421,0.0022263455543619884
656868,0.0022223882926722415
1073988,0.002202278229381959
154274,0.002182863045875603
692330,0.0021713614376106583
407235,0.0021515584092302534
155957,0.0021425126143329006
411279,0.002138889169871096
1061705,0.0021300017568595016
1514913,0.002122446521193217
649739,0.00211914106236282
537708,0.002104957366607562
1257118,0.0021009894692652176
630574,0.0020917816948766575
542690,0.002037362388551655
100248,0.0020177953870254488
604293,0.002015349584654978
1376445,0.0020060758921914986
163080,0.0019845678181060994
1035132,0.0019398744385756023
366134,0.0019390063693665613
569555,0.0019271418786644906
261151,0.0019122800351689534
137396,0.0019119976351777057
476097,0.0019015912989381733
777064,0.0018805476229018761
875785,0.001846323099680268
444718,0.0018241654766717685
1107204,0.0018052903573305078
457374,0.0017883416866851958
899014,0.0017864821713171667
1305313,0.0017819569293814203
16769,0.0017774699009119415
292499,0.0017606587967801451
783846,0.0017466464210357132
337638,0.0017308454471872744
231617,0.0017295459824084303
813797,0.001724636156656931
932484,0.0017230155690443998
816470,0.0017199288357965545
1290745,0.0016968006532409989
811980,0.001696291330421888
1328375,0.00167820878281501
170654,0.0016760580541228733
895871,0.0016599874477700005
985883,0.001638313847591637
1447044,0.0016111682450164252
709581,0.0015643181197166408
1067519,0.0015610747118531313
1114771,0.0015567443812349968
1317624,0.0015441690757622066
686164,0.0015355216373465505
731519,0.001533718823465106
693285,0.0015303448198534357
1359601,0.001518334292255891
1422039,0.0015130273047564457
