node,Betweenness Centrality
201168,0.036429934760479676
154274,0.025266578171618974
100248,0.021380815916643446
325009,0.020070626136901894
236410,0.01795160041297278
175050,0.01742810267594098
16769,0.016761380535356325
22893,0.014571221415215767
287150,0.014521383840892754
787633,0.013521338414430047
355330,0.012013981079616603
216546,0.01185832158125622
337638,0.011517192729805982
193674,0.011102614021039323
412129,0.011029745314472034
163080,0.010552550713281253
1632839,0.01049109457403542
681798,0.010482751631423228
1471008,0.010465401767654276
980724,0.01036986690977721
1221508,0.010282369189579749
476074,0.010104005716071545
481265,0.009866617028336466
958008,0.009560842521505753
374805,0.00955431303458136
744051,0.009139400207163747
509803,0.009118348964232872
155957,0.008942448453291046
695178,0.008848694630644631
731519,0.008830826380197773
327875,0.008754521459263519
1247500,0.008701385002877393
440424,0.008294768312024567
862314,0.008252914247600633
663725,0.008231953209682024
714705,0.008152353115601516
124836,0.008029910872600623
146497,0.007961143914241168
579938,0.007769155384706177
550093,0.007663232684377512
1169120,0.00759856718706357
1298548,0.007212971789209206
1073988,0.0070482862494796825
1422039,0.006979301363713974
781623,0.006973946918970299
430398,0.006921131261487468
283315,0.0067062261721798225
649739,0.006584196946453012
749841,0.006563760293985676
816470,0.00646036631315496
924898,0.006424694682658473
153248,0.00633445939716332
811980,0.006331593891651975
345205,0.006255278442500095
787162,0.006232949498289338
342306,0.006138782189039403
520061,0.006046901815189337
262710,0.0059505174312108455
445375,0.005929662022096596
1576615,0.00592358386033366
282325,0.005873524611476659
621968,0.00585248568882842
913464,0.005819431921735283
371461,0.00579241294469408
160938,0.0057775364097904045
418421,0.005748276703937799
1241013,0.005737984193721905
416321,0.005707485994089662
237689,0.005669706595259913
628506,0.005606807012732157
17262,0.005593018553483715
794990,0.005551280057752312
50661,0.0055140296663027605
604657,0.00550213838177197
897001,0.005499381354779843
16787,0.005474905228950128
822669,0.005385796968139001
316124,0.005323280917361875
245007,0.005237232772115779
411279,0.0052178789255038025
542690,0.005109285460131853
58567,0.005101915841845513
604293,0.005097629321885945
349772,0.005059731388995988
444718,0.005045432998266334
154363,0.004987964235831905
416097,0.004981119410918385
331296,0.004851499173106068
818168,0.004847742510391344
759788,0.004837643819982112
544807,0.004819181904677994
83696,0.004805752735785186
549285,0.004792126478988112
378537,0.004770411646004294
331494,0.004730169529042011
735937,0.004710294352353949
509869,0.004670263717349436
1533095,0.004595435911949699
490778,0.004581287122724249
167205,0.004570255270225426
