node,eigenvector_centrality
193674,0.06638797970244047
154274,0.0632039200478205
236410,0.06168788971233156
862314,0.05961810823742212
744051,0.05492548845719436
155957,0.05323016310352205
663725,0.051270235258909724
787633,0.05047441353290388
325009,0.04892636702937619
1221508,0.04766711720698624
245007,0.0472962256977633
604657,0.04722753001985255
538149,0.0467564959890077
1169120,0.045786094057917684
175050,0.045229858733490856
744546,0.044808010726538214
980724,0.044785064905166684
759788,0.04465005392170928
440424,0.04380602194284514
787162,0.04374336839029509
621968,0.04363368843155868
418421,0.04339298582370693
781623,0.04331244906445289
374805,0.04274738018951318
1632839,0.04219643364545067
579938,0.041984702795372274
1247500,0.041448634667452154
944394,0.040919184019618166
500029,0.040796777798365
1010228,0.040394861882685984
163080,0.040385022062774584
509803,0.04020946019741237
100248,0.03999706917340417
445375,0.03950637532738299
455691,0.03935933914248395
721897,0.03891843888224491
481265,0.03877205370042135
913464,0.038614501422550976
818168,0.03848293270560299
777064,0.03836814949387177
714705,0.03769174491567902
1221832,0.03714580171656009
360732,0.03711803973926317
749841,0.03673200514149355
569555,0.036536072454570065
794990,0.03635479462666201
216546,0.03606575588000612
476074,0.035989854115053656
709581,0.03581680309882322
1095778,0.03577993081641514
1474731,0.03571074843109302
692330,0.03562524547903878
349772,0.03551812083712519
604293,0.03549297242503774
744531,0.03528819249193417
35745,0.03510837237405258
385475,0.03497844472492909
778753,0.03488352811167827
1376445,0.03474571288440524
889436,0.03451979501733601
1317624,0.03433967529618302
630574,0.0341499681862239
656492,0.03411190953255128
1035132,0.03406851113566726
416321,0.03386753751554078
659933,0.033737953957902224
261151,0.03365219276562189
822669,0.03359467048718593
1514913,0.033578934455211
788695,0.033578274780229705
915771,0.03351115061344581
656868,0.03341141994485444
1471008,0.03341063923732377
681798,0.0333631453084937
591897,0.03331796092954327
1290745,0.03330369751356197
958008,0.03328093149052967
870252,0.033248495262742976
1075895,0.03317004206167123
1397216,0.03295354776766929
693285,0.03288226879895694
1305313,0.03276880934102279
1886996,0.0327467342707648
695178,0.03270939335630768
731519,0.032477899660923536
1061705,0.03237644128153557
110526,0.03212219916905054
971682,0.0320381890662493
1073988,0.03197532152564824
417817,0.031482397784304714
234022,0.03134649597122189
366134,0.03130713338728979
509869,0.031255052253710926
176881,0.031032522848706164
882385,0.0307443017746303
367801,0.030740764840674575
1136119,0.030649123839019368
924898,0.030631585918878563
111636,0.030465068275252402
164051,0.030349973219210014
