node,eigenvector_centrality
18056,0.5477831912760295
17900,0.3294830991724079
17884,0.23551378272664364
18490,0.21502340741350054
18201,0.11078949064647406
19697,0.07607768678857385
18026,0.0759943951261115
17897,0.0706638672321653
19675,0.05730042863330157
19868,0.057293925946139045
19874,0.057293925946139045
19676,0.05668681387717583
19694,0.05668681387717583
19861,0.05668681387717583
19877,0.05668681387717583
19893,0.05668681387717583
19906,0.05668681387717583
19967,0.05668681387717583
19658,0.056092433021375954
19667,0.056092433021375954
19670,0.056092433021375954
19671,0.056092433021375954
19672,0.056092433021375954
19673,0.056092433021375954
19674,0.056092433021375954
19677,0.056092433021375954
19678,0.056092433021375954
19683,0.056092433021375954
19684,0.056092433021375954
19685,0.056092433021375954
19686,0.056092433021375954
19687,0.056092433021375954
19688,0.056092433021375954
19689,0.056092433021375954
19690,0.056092433021375954
19691,0.056092433021375954
19692,0.056092433021375954
19693,0.056092433021375954
19695,0.056092433021375954
19698,0.056092433021375954
19699,0.056092433021375954
19700,0.056092433021375954
19701,0.056092433021375954
19709,0.056092433021375954
19710,0.056092433021375954
19712,0.056092433021375954
19713,0.056092433021375954
19714,0.056092433021375954
19856,0.056092433021375954
19857,0.056092433021375954
19858,0.056092433021375954
19862,0.056092433021375954
19863,0.056092433021375954
19864,0.056092433021375954
19865,0.056092433021375954
19866,0.056092433021375954
19867,0.056092433021375954
19869,0.056092433021375954
19870,0.056092433021375954
19871,0.056092433021375954
19872,0.056092433021375954
19873,0.056092433021375954
19875,0.056092433021375954
19876,0.056092433021375954
19878,0.056092433021375954
19879,0.056092433021375954
19880,0.056092433021375954
19881,0.056092433021375954
19882,0.056092433021375954
19884,0.056092433021375954
19886,0.056092433021375954
19887,0.056092433021375954
19888,0.056092433021375954
19889,0.056092433021375954
19890,0.056092433021375954
19891,0.056092433021375954
19892,0.056092433021375954
19894,0.056092433021375954
19895,0.056092433021375954
19896,0.056092433021375954
19897,0.056092433021375954
19898,0.056092433021375954
19900,0.056092433021375954
19901,0.056092433021375954
19902,0.056092433021375954
19903,0.056092433021375954
19904,0.056092433021375954
19905,0.056092433021375954
19969,0.056092433021375954
20014,0.056092433021375954
20019,0.056092433021375954
20040,0.056092433021375954
20144,0.056092433021375954
20212,0.056092433021375954
20213,0.056092433021375954
20214,0.056092433021375954
17902,0.04327893804459111
17930,0.038306147339101676
18059,0.036836568690051204
17971,0.03650720204824443
