user_id,degree_centrality
16453,0.05102695587791702
1221508,0.017818849919104946
236410,0.016982477308251295
201168,0.015981572380508405
154274,0.0155921792305372
175050,0.012400252282885897
1546477,0.010977047741793951
325009,0.010785093372089835
417817,0.010617818849919105
176090,0.010275043189733183
155957,0.010179066004881126
681798,0.010129706309814353
216546,0.010044697946088244
193674,0.010022760303836345
787633,0.009786930649628432
371550,0.009049277428908329
481265,0.00898620670743412
980724,0.008947815833493297
579938,0.008925878191241398
1422039,0.008764088079633641
445375,0.008679079715907534
163080,0.008585844736336962
1576615,0.008550196067677627
16765,0.008531000630707216
1471008,0.008465187703951518
1169120,0.00836921051909946
1632839,0.008149834096580471
16769,0.008097732196232211
374805,0.00801546603778759
412129,0.00800449721666164
958008,0.007886582389557683
1397216,0.007815285052239012
418421,0.007752214330764801
781623,0.007719307867386953
714705,0.007675432582883155
604657,0.007595908629720021
778753,0.00750267365014945
1694062,0.00750267365014945
1328375,0.007406696465297393
1073988,0.007392985438889956
1689430,0.007275070611785999
440424,0.007211999890311789
1290745,0.007211999890311789
1247500,0.007198288863904352
911996,0.00719006224805989
811980,0.007146186963556092
1359601,0.0071023116790522945
744546,0.0070776318315189084
744051,0.007066663010392958
862314,0.0070529519839855215
777064,0.007025529931170648
794990,0.007020045520607673
1257118,0.007011818904763211
237689,0.006967943620259413
416097,0.006959717004414951
663725,0.0069268105410371025
1298548,0.006921326130474128
100248,0.006896646282940741
1416715,0.006891161872377767
283315,0.006852770998436944
656492,0.006817122329777607
1461984,0.00681438012449612
50661,0.006721145144925549
385475,0.006701949707955138
534928,0.006652590012888366
1470179,0.006625167960073492
1577655,0.006614199138947542
360732,0.00660597252310308
367801,0.00659500370197713
500029,0.006575808265006719
1468388,0.006531932980502921
1107204,0.006526448569939947
364317,0.006460635643184249
1429852,0.006460635643184249
1278029,0.0064195025639619385
1725692,0.006405791537554502
915771,0.006400307126991527
518345,0.006392080511147065
1712047,0.006298845531576495
544807,0.006279650094606083
509803,0.006276907889324596
688779,0.006265939068198645
1342542,0.006249485836509722
626587,0.006241259220665259
1817158,0.006224805988976336
749841,0.0062193215784133605
788695,0.006208352757287411
35745,0.006200126141442949
110526,0.006197383936161462
345205,0.006164477472783613
913464,0.006142539830531714
924898,0.006142539830531714
787162,0.006139797625250226
490778,0.006109633367153865
476074,0.006079469109057505
1322900,0.006079469109057505
1474731,0.006065758082650067
1526517,0.00606301587736858
22893,0.006052047056242631
556271,0.006049304850961144
