user_id,degree_centrality
604657,0.019909186168354874
193674,0.014975950677258409
236410,0.013416990582150628
154274,0.012926711251109538
1221508,0.012487702961223071
862314,0.01190769930816139
417817,0.011726648444084123
155957,0.010483325696084496
642042,0.010459292395543265
1632839,0.010339125892837116
1299217,0.00990011760295065
1689430,0.009893708722806321
175050,0.009754315579667187
1169120,0.009573264715589922
100248,0.009566855835445594
744051,0.009550833635084775
787633,0.009464313753136345
663725,0.009207958547363226
777064,0.009198345227146736
418421,0.00907337206433234
440424,0.008877901219930335
325009,0.00884105015910045
1514913,0.008543037232389198
538149,0.008427677389791294
744546,0.008400439649177902
1546477,0.008381213008744916
1712047,0.008366793028420179
721897,0.007969442459471844
1342542,0.007906955878064647
364317,0.007807618235827563
1397216,0.0077403249943121194
980724,0.0077114850336626435
621968,0.007708280593590479
163080,0.007594522971028658
781623,0.007517616409296722
500029,0.007498389768863738
374805,0.007471152028250344
1328375,0.007381427706229752
245007,0.007362201065796768
579938,0.0073589966257246045
659933,0.007334963325183374
788695,0.0073269522250029645
787162,0.007314134464714309
1474731,0.007261261203523602
1010228,0.007226012362729799
509803,0.007139492480781371
1541777,0.007091425879698911
216546,0.006979270477173172
681798,0.00696164605677627
455691,0.006953634956595859
567377,0.00694562385641545
693285,0.006902363915441236
110526,0.006892750595224743
759788,0.006884739495044334
1471008,0.006860706194503104
630574,0.006849490654250529
692330,0.006703688630967068
778753,0.00668125755046192
434454,0.006676450890353674
35745,0.0065931354484774106
1290745,0.006588328788369164
818168,0.006562693267791853
416321,0.006549875507503197
794990,0.006525842206961967
744531,0.006521035546853721
1937519,0.0065146266667093925
261151,0.006495400026276409
995151,0.006493797806240327
958008,0.006436117884941375
1247500,0.006416891244508391
656868,0.006394460164003243
360732,0.006384846843786751
445375,0.006330371362559963
1041796,0.006299929181874405
1616820,0.006296724741802241
1376445,0.006290315861657914
1257118,0.006288713641621832
1469830,0.006264680341080601
1095778,0.006261475901008438
537215,0.006242249260575454
366134,0.006210204859853814
1229704,0.006186171559312584
481265,0.006171751578987846
1359601,0.00613490051815796
1221832,0.006115673877724976
444718,0.00607081171671468
367801,0.006059596176462106
1075895,0.0060419717560652045
913464,0.006032358435848712
816470,0.006008325135307482
371550,0.0059650651943332685
1067519,0.005925009693431219
1073988,0.005891363072673497
1694062,0.005884954192529168
50661,0.005859318671951857
797630,0.005820865391085889
1107204,0.005785616550292085
1305313,0.005759981029714773
944394,0.005751969929534363
339258,0.005740754389281789
