node,eigenvector_centrality
499756,0.14892693580698635
124836,0.14324362829279672
268072,0.13125228984363335
794230,0.1139508027369952
100248,0.10197795776369602
85724,0.09413528811988027
16787,0.09317496104448639
371461,0.08883392780610011
502887,0.08725637216316717
614020,0.0824914503302797
16454,0.08122527460771954
184221,0.0802784228547623
355330,0.07669595373460794
282277,0.07526910842037958
316124,0.0743172434584277
847509,0.06681320885222379
287150,0.06649466683272078
170443,0.0659445315446288
16455,0.06485093590062517
153248,0.06332367450373265
340968,0.06131846548786392
628506,0.06012130285932398
113082,0.05765958734934269
690829,0.057129764016360406
695178,0.05700839369993452
1053396,0.053769538885443995
712005,0.05298456798971423
201168,0.052607301703947305
583326,0.05201394853525267
631825,0.05186475461500226
458302,0.05124252488681605
365157,0.05048129442252429
116070,0.04813851751721844
550093,0.04771313862876106
1343004,0.04717935311867856
154274,0.04705897787171699
410114,0.04661948771259423
334337,0.04656431387434628
106378,0.045871519445587296
712166,0.045223048375489294
404457,0.04515867556523622
237689,0.04378246699085756
273320,0.043560600439702064
337638,0.040550599203980686
731519,0.04017158400520398
828219,0.039684544144818854
73016,0.03876806841556622
376121,0.03846201569623082
356899,0.037559111155940655
897001,0.0374410748277136
1106307,0.03726439287814931
366473,0.03662929133149809
470044,0.0366090676193035
609438,0.036177234376314336
204969,0.03589702132685518
164513,0.03571040476681024
731178,0.035161881519968415
866977,0.03473262546294954
289566,0.034670404315338646
269274,0.0340393291968145
210519,0.033600368412307444
30184,0.033501678585537854
1068770,0.03298636421878322
577097,0.0325710267106666
719106,0.03241590382843099
326107,0.03184112852958962
102299,0.03159536308370807
236410,0.03145071845009051
275562,0.03103880628334586
659402,0.03078677205354752
22893,0.030686651397087882
139528,0.030679184505663638
169042,0.030632686503216527
195329,0.030562491085033117
324347,0.030310249311795497
670069,0.029926889440297477
214872,0.029914016221615113
1037105,0.02991029776052181
1149446,0.029726903194261835
610111,0.029719333922819027
99683,0.029656340598659053
793469,0.02943631876981374
762747,0.029332173064430447
83696,0.02913776103112956
167205,0.029088047120849378
343080,0.02902505734833483
146497,0.028502073000866338
986252,0.02848561969005693
370813,0.028084224222144252
855718,0.028027967312648377
154363,0.027968004540265975
539703,0.027783663376507194
342306,0.027706105281502903
58567,0.027671983838014457
368302,0.027532441500330487
111783,0.02740104496187587
1307377,0.02729399412336617
918488,0.027285628512862748
1298548,0.027078036303003407
282325,0.02706410269090093
