node,eigenvector_centrality
16453,0.1430113079714571
154274,0.08679140280114028
236410,0.08464886569842735
1221508,0.06625652952908112
787633,0.06568439757605984
325009,0.06484004226298952
155957,0.06156821714252521
201168,0.059085869528542403
193674,0.058885338632410196
980724,0.05815797608428324
216546,0.054548043667546675
374805,0.054280607995951996
481265,0.05403517686470493
1247500,0.05165683212845633
1471008,0.05056642425493637
175050,0.0503030714401559
781623,0.05026710997142477
16769,0.04988385824022434
744051,0.0492259390396204
749841,0.04899896643382198
445375,0.04876134735345323
714705,0.04863701072007217
681798,0.048354567784097226
412129,0.04820060482834967
579938,0.047995334301624476
663725,0.047360931917630876
176090,0.04712769917448853
163080,0.0468772668136469
794990,0.04670406488653491
958008,0.0466732530473008
1632839,0.04666357688883678
1169120,0.04579539887030535
476074,0.04566760218373316
778753,0.04550688811994308
695178,0.044989514436225966
913464,0.044692039459970544
787162,0.04467975751972607
862314,0.04467298508450499
509803,0.04384564834468901
811980,0.043818507709104136
744546,0.04361394216630487
385475,0.04341724173631423
1576615,0.043366854091534054
1290745,0.04329392193550981
1075895,0.0427425771894674
418421,0.04258669749802081
35745,0.04211709392511073
1073988,0.041672539092313284
544807,0.041420695448818615
490778,0.041388455037402926
1422039,0.041103734583521546
924898,0.04080020767188562
283315,0.04036917379925811
822669,0.04024209737190644
709581,0.04017124606084893
22893,0.04006453976337611
1474731,0.03928114516188987
621968,0.03924662582990716
360732,0.03923071453281627
731519,0.03911435451582893
440424,0.03895782413711155
349772,0.03858590280620771
1397216,0.03855342556129559
915771,0.038534200551915206
345205,0.03815031575773876
1359601,0.03814577719831355
100248,0.03807234428562544
895871,0.03785823108558907
500029,0.037816351819789505
1056828,0.0377357654130686
416097,0.03707593521521339
447505,0.03695935421544038
1376445,0.0367690544573851
1694062,0.03646876498758488
944394,0.03637036312067428
164051,0.03623506958931373
509869,0.03610054351226881
1061705,0.03587892686953732
656492,0.03584081538352378
371550,0.03572651760132319
1207063,0.035648262500045234
759788,0.03561519422815132
111636,0.03560483754145296
1010228,0.03538095941505845
604293,0.03532166511963652
1045236,0.035320529944976205
777064,0.0353008107057656
227069,0.035164095740569876
1107204,0.035078291892852276
267912,0.0345767305711269
1335489,0.034560703292101126
50661,0.03420122980471642
744531,0.034191610462670836
870005,0.0341298830361522
889436,0.034110254074945105
238803,0.03408165374204033
1468388,0.034053628119083384
367801,0.03353400492278391
1257118,0.03347406919847059
1422175,0.033288041274194026
