node,Betweenness Centrality
201168,0.012047700060856164
154274,0.009964347338007756
325009,0.009547756829295928
175050,0.009113328286251844
236410,0.008980356723143032
787633,0.008875845861870749
16769,0.007522230900664712
980724,0.006998950459924684
1221508,0.006716522849897717
1632839,0.006641528783716571
958008,0.006305322769714418
481265,0.006142734716999719
216546,0.006039933493967827
714705,0.00589641105558359
1247500,0.005253693987956285
412129,0.00511051872102825
163080,0.005009425146335815
1471008,0.004832054336061115
681798,0.004722544894472562
1576615,0.004679700290360234
781623,0.0045346767913053
1422039,0.004476749241297499
155957,0.004456021432437793
374805,0.004440763823012102
416097,0.00429862173859822
22893,0.004160237592164648
1169120,0.004139076585114499
744051,0.004135296698899157
345205,0.0040384607696694365
476074,0.00401645772583362
749841,0.003905513710731928
509803,0.003714422624743379
193674,0.003652709560351164
544807,0.003589956544061025
811980,0.003543665308381177
1257118,0.003442489087679406
1429852,0.0034172047947669897
232857,0.0034105757856970147
822669,0.0033963056246081526
794990,0.0033931636676492885
579938,0.00323940883275429
663725,0.0031611991220551142
283315,0.0031545627376943584
1073988,0.0031512008181319223
1107204,0.0031026670254100286
1290745,0.0030758928866678166
787162,0.0029053521210175414
862314,0.00290490534508852
913464,0.002877692342680964
924898,0.002876612038094812
895871,0.0028030369252256054
327875,0.0028017924671315825
1045236,0.002754328682745662
985883,0.002751866676301984
1328375,0.0027322403160549695
445375,0.002726171193872512
418421,0.0027241161484976937
176090,0.0027128713319544435
1359601,0.002682689985197202
490778,0.0026700580620857253
818168,0.0026116344883791534
542690,0.0026027376872016766
440424,0.0026019835546368004
1447044,0.0025518189500793563
1158767,0.0024985892056581228
1056828,0.0024561479306630996
1694062,0.0024255485339142765
731519,0.0024087807397370578
1533095,0.002391363743920645
1020727,0.00237537978927714
1335489,0.0023654995975252845
556271,0.00233836444579566
1035132,0.0023319994565483677
368302,0.0022848718952913497
444718,0.002283782936539878
695178,0.00225728369259028
371550,0.0022410322822263525
604657,0.002159951162885853
1221832,0.002157175132734187
416321,0.00215235413207153
1298548,0.0021447668548578176
778753,0.0021134602632553673
1397216,0.002104411825941462
237689,0.0020839684071843182
1474731,0.002082758167497083
621968,0.0020590778369008024
944394,0.0020241537064013665
788695,0.002000514641966677
520061,0.0019996799768126467
1315916,0.0019745293918298516
50661,0.0019297348517059625
1468388,0.0019225699472341616
227069,0.0019152801332796257
1170811,0.0019027844277350577
1075895,0.0019003845539919942
440580,0.0018983473226958287
1171395,0.0018965872194434427
1061705,0.0018888282502461304
1603986,0.0018701842725405706
759788,0.0018686252351437563
