node,eigenvector_centrality
16453,0.829303294975426
18056,0.5477831912760295
17900,0.3294830991724079
17884,0.23551378272664364
18490,0.21502340741350054
154274,0.20767494873150594
100248,0.19336501360328687
236410,0.18904273478268652
124836,0.16291000321623836
193674,0.15566195056967685
201168,0.1547587837197058
325009,0.153502821716283
695178,0.1534552429821187
499756,0.14936586282342698
374805,0.1455303930249756
371461,0.14387182252834246
268072,0.14338096467116576
155957,0.1426501136671428
787633,0.13944797163609626
731519,0.13077153302567449
287150,0.13054098502335912
1221508,0.12982098050716412
628506,0.12642931345946878
862314,0.12601107075473242
16787,0.12595391498884126
153248,0.12529047289051876
216546,0.12517798339173203
663725,0.1231855109521139
980724,0.12217716289736104
445375,0.12213789661450065
744051,0.12160559205840273
337638,0.11916393401113676
440424,0.11820850903523097
175050,0.11799130495383865
316124,0.11788104726013955
579938,0.11739878709029411
481265,0.1160529193317572
749841,0.11529408802309596
16769,0.11517355836396476
787162,0.1144753371727906
1471008,0.1140750170376379
163080,0.11395656015489111
794230,0.11395080273699518
1632839,0.11390640722770354
781623,0.113383632112572
681798,0.11247886515589024
476074,0.11236319388413615
412129,0.11122703787204621
1247500,0.11116669482477651
18201,0.11078949064647406
22893,0.11007460065980056
1169120,0.10967090573771315
35745,0.10887373828137151
1073988,0.10836831827412778
913464,0.1079556542920414
85724,0.10631167155165032
283315,0.10542298896832827
509803,0.10520452387643535
744546,0.10492653624764521
621968,0.10427523695407484
502887,0.10351592386390313
604293,0.10342382053978409
237689,0.10236603278218065
385475,0.10219295155202164
245007,0.10174638026172053
778753,0.10123293156808208
794990,0.10069146330692341
418421,0.1002410205823781
944394,0.09932974556935385
714705,0.09866579180263442
924898,0.09840039699943975
1474731,0.0979928335353156
349772,0.09788925056476105
1298548,0.09766932372132604
500029,0.09704011793554633
447505,0.09685346799575764
759788,0.09594205201805651
709581,0.09584271471708042
509053,0.09565664839722583
1290745,0.09551490246996372
430398,0.0955035193922111
958008,0.09543076175282957
360732,0.09505244526263738
164051,0.09490909582347501
550093,0.09474947138564405
490778,0.09474562274016274
342306,0.09366964673163689
1010228,0.0936676748349801
1422039,0.09365035291026921
1075895,0.09357675708346742
83696,0.09350679134923282
509869,0.09260789011090634
50661,0.09230176699817345
659933,0.09205922287271782
811980,0.0919846370042794
656492,0.09185961809856596
176881,0.09162875537717448
649739,0.09141526083079887
326107,0.09111401014128348
355330,0.09092800394589637
